,Sender,Titel,Genre,Sparte,Wochentag,Datum,Sendungsanfang,Sendungslänge,Sendungende
2989,VOX,"Mein Kind, dein Kind – Wie erziehst du denn?  D",Dokusoap,Unterhaltung,Fr,31.07.,2020-07-31 14:00:00,0 days 01:00:00.000000000,2020-07-31 15:00:00
2990,SERVU,Terra Mater – Nil – Fluss der Flüsse,Doku,Report,Fr,31.07.,2020-07-31 14:00:00,0 days 01:05:00.000000000,2020-07-31 15:05:00
2991,SAT1G,Unsere kleine Farm  USA 1982,Familienserie,Serie,Fr,31.07.,2020-07-31 14:00:00,0 days 00:55:00.000000000,2020-07-31 14:55:00
2992,CC,Life in Pieces  USA 2018,Comedyserie,Serie,Fr,31.07.,2020-07-31 14:03:00,0 days 00:24:00.000000000,2020-07-31 14:27:00
2993,K1,Hawaii Five-0  USA 2015,Krimiserie,Serie,Fr,31.07.,2020-07-31 14:05:00,0 days 00:50:00.000000000,2020-07-31 14:55:00
2994,SIXX,Gilmore Girls  USA 2000,Familienserie,Serie,Fr,31.07.,2020-07-31 14:05:00,0 days 00:50:00.000000000,2020-07-31 14:55:00
2995,ARD,Rote Rosen  D 2020,Telenovela,Serie,Fr,31.07.,2020-07-31 14:10:00,0 days 00:50:00.000000000,2020-07-31 15:00:00
2996,RTL2,Frauentausch  D,Dokusoap,Unterhaltung,Fr,31.07.,2020-07-31 14:10:00,0 days 01:50:00.000000000,2020-07-31 16:00:00
2997,ZDF,Die Küchenschlacht  D,Kochshow,Unterhaltung,Fr,31.07.,2020-07-31 14:15:00,0 days 00:45:00.000000000,2020-07-31 15:00:00
2998,2NEO,Psych  USA 2013,Krimiserie,Serie,Fr,31.07.,2020-07-31 14:15:00,0 days 00:40:00.000000000,2020-07-31 14:55:00
2999,DMAX,Die Schatzsucher – Goldtaucher der Beringsee  USA,Dokusoap,Report,Fr,31.07.,2020-07-31 14:15:00,0 days 01:00:00.000000000,2020-07-31 15:15:00
3000,PRO7,Two and a Half Men  USA 2010,Comedyserie,Serie,Fr,31.07.,2020-07-31 14:20:00,0 days 00:25:00.000000000,2020-07-31 14:45:00
3001,FES,Party of Five  USA 1999,Teenagerserie,Serie,Fr,31.07.,2020-07-31 14:20:00,0 days 00:40:00.000000000,2020-07-31 15:00:00
3002,PRO7M,Storage Wars – Geschäfte in Texas  USA,Realityshow,Unterhaltung,Fr,31.07.,2020-07-31 14:25:00,0 days 00:20:00.000000000,2020-07-31 14:45:00
3003,CC,Bob's Burgers  USA 2013,Comedyserie,Serie,Fr,31.07.,2020-07-31 14:27:00,0 days 00:25:00.000000000,2020-07-31 14:52:00
3004,RTLPL,Das Strafgericht  D,Gerichtsshow,Unterhaltung,Fr,31.07.,2020-07-31 14:30:00,0 days 00:50:00.000000000,2020-07-31 15:20:00
3005,3SAT,Zu den Quellen des Essequibo  D 2014,Doku,Report,Fr,31.07.,2020-07-31 14:35:00,0 days 00:45:00.000000000,2020-07-31 15:20:00
3006,RTL-N,M*A*S*H  USA 1979,Comedyserie,Serie,Fr,31.07.,2020-07-31 14:35:00,0 days 00:30:00.000000000,2020-07-31 15:05:00
3007,PRO7,The Middle  USA 2009,Comedyserie,Serie,Fr,31.07.,2020-07-31 14:45:00,0 days 00:30:00.000000000,2020-07-31 15:15:00
3008,PRO7M,Storage Wars – Geschäfte in Texas  USA,Realityshow,Unterhaltung,Fr,31.07.,2020-07-31 14:45:00,0 days 00:20:00.000000000,2020-07-31 15:05:00
3009,CC,Bob's Burgers  USA 2013,Comedyserie,Serie,Fr,31.07.,2020-07-31 14:52:00,0 days 00:20:00.000000000,2020-07-31 15:12:00
3010,K1,Navy CIS: L.A.  USA 2015,Krimiserie,Serie,Fr,31.07.,2020-07-31 14:55:00,0 days 00:55:00.000000000,2020-07-31 15:50:00
3011,2NEO,Monk  USA 2005,Krimiserie,Serie,Fr,31.07.,2020-07-31 14:55:00,0 days 00:45:00.000000000,2020-07-31 15:40:00
3012,SIXX,Charmed – Zauberhafte Hexen  USA 2004,Mysteryserie,Serie,Fr,31.07.,2020-07-31 14:55:00,0 days 00:55:00.000000000,2020-07-31 15:50:00
3013,SAT1G,Ein Engel auf Erden  USA 1984,Familienserie,Serie,Fr,31.07.,2020-07-31 14:55:00,0 days 00:50:00.000000000,2020-07-31 15:45:00
3014,ARD,Tagesschau  D,Nachrichten,,Fr,31.07.,2020-07-31 15:00:00,0 days 00:10:00.000000000,2020-07-31 15:10:00
3015,ZDF,heute Xpress,Nachrichten,,Fr,31.07.,2020-07-31 15:00:00,0 days 00:05:00.000000000,2020-07-31 15:05:00
3016,RTL,"Die Superhändler – 4 Räume, 1 Deal  D",Trödelshow,Unterhaltung,Fr,31.07.,2020-07-31 15:00:00,0 days 01:00:00.000000000,2020-07-31 16:00:00
3017,SAT1,Auf Streife – Die Spezialisten  D,Dokusoap,Unterhaltung,Fr,31.07.,2020-07-31 15:00:00,0 days 01:00:00.000000000,2020-07-31 16:00:00
3018,VOX,Shopping Queen  D,Stylingsoap,Unterhaltung,Fr,31.07.,2020-07-31 15:00:00,0 days 01:00:00.000000000,2020-07-31 16:00:00
3019,FES,Party of Five  USA 1999,Teenagerserie,Serie,Fr,31.07.,2020-07-31 15:00:00,0 days 00:45:00.000000000,2020-07-31 15:45:00
3020,ZDF,Bares für Rares  D,Trödelshow,Unterhaltung,Fr,31.07.,2020-07-31 15:05:00,0 days 00:55:00.000000000,2020-07-31 16:00:00
3021,SERVU,Moderne Wunder  USA 2009,Reportagereihe,Report,Fr,31.07.,2020-07-31 15:05:00,0 days 00:55:00.000000000,2020-07-31 16:00:00
3022,RTL-N,M*A*S*H  USA 1980,Comedyserie,Serie,Fr,31.07.,2020-07-31 15:05:00,0 days 00:20:00.000000000,2020-07-31 15:25:00
3023,PRO7M,Storage Wars – Geschäfte in Texas  USA 2013,Realityshow,Unterhaltung,Fr,31.07.,2020-07-31 15:05:00,0 days 00:25:00.000000000,2020-07-31 15:30:00
3024,ARD,Sturm der Liebe  D 2020,Telenovela,Serie,Fr,31.07.,2020-07-31 15:10:00,0 days 00:50:00.000000000,2020-07-31 16:00:00
3025,CC,Bob's Burgers  USA 2013,Comedyserie,Serie,Fr,31.07.,2020-07-31 15:12:00,0 days 00:26:00.000000000,2020-07-31 15:38:00
3026,PRO7,The Middle  USA 2009,Comedyserie,Serie,Fr,31.07.,2020-07-31 15:15:00,0 days 00:25:00.000000000,2020-07-31 15:40:00
3027,DMAX,Die Schatzsucher – Goldtaucher der Beringsee  USA,Dokusoap,Report,Fr,31.07.,2020-07-31 15:15:00,0 days 01:00:00.000000000,2020-07-31 16:15:00
3028,3SAT,Zu den Quellen des Essequibo  D 2014,Doku,Report,Fr,31.07.,2020-07-31 15:20:00,0 days 00:45:00.000000000,2020-07-31 16:05:00
3029,ARTE,Die unendliche Geschichte  BRD 1984,Fantasymärchen,Spielfilm  ab 8 Jahren,Fr,31.07.,2020-07-31 15:20:00,0 days 02:00:00.000000000,2020-07-31 17:20:00
3030,RTLPL,Das Familiengericht  D,Gerichtsshow,Unterhaltung,Fr,31.07.,2020-07-31 15:20:00,0 days 00:50:00.000000000,2020-07-31 16:10:00
3031,RTL-N,"Hör' mal, wer da hämmert!  USA 1995",Comedyserie,Serie,Fr,31.07.,2020-07-31 15:25:00,0 days 00:30:00.000000000,2020-07-31 15:55:00
3032,PRO7M,Storage Wars – Geschäfte in Texas  USA 2013,Realityshow,Unterhaltung,Fr,31.07.,2020-07-31 15:30:00,0 days 00:25:00.000000000,2020-07-31 15:55:00
3033,CC,American Dad  USA 2005,Zeichentrickserie,Serie,Fr,31.07.,2020-07-31 15:38:00,0 days 00:24:00.000000000,2020-07-31 16:02:00
3034,PRO7,The Big Bang Theory  USA 2014,Sitcom,Serie,Fr,31.07.,2020-07-31 15:40:00,0 days 00:25:00.000000000,2020-07-31 16:05:00
3035,2NEO,Monk  USA 2005,Krimiserie,Serie,Fr,31.07.,2020-07-31 15:40:00,0 days 00:40:00.000000000,2020-07-31 16:20:00
3036,FES,Morden im Norden  D 2016,Krimiserie,Serie,Fr,31.07.,2020-07-31 15:45:00,0 days 00:50:00.000000000,2020-07-31 16:35:00
3037,SAT1G,Diagnose: Mord  USA 1998,Krimiserie,Serie,Fr,31.07.,2020-07-31 15:45:00,0 days 00:50:00.000000000,2020-07-31 16:35:00
3038,K1,Kabel Eins News,Nachrichten,,Fr,31.07.,2020-07-31 15:50:00,0 days 00:10:00.000000000,2020-07-31 16:00:00
3039,SIXX,Charmed – Zauberhafte Hexen  USA 2004,Mysteryserie,Serie,Fr,31.07.,2020-07-31 15:50:00,0 days 00:50:00.000000000,2020-07-31 16:40:00
3040,TELE5,Dauerwerbesendung,Werbesendung,,Fr,31.07.,2020-07-31 15:55:00,0 days 00:10:00.000000000,2020-07-31 16:05:00
3041,RTL-N,"Hör' mal, wer da hämmert!  USA 1995",Comedyserie,Serie,Fr,31.07.,2020-07-31 15:55:00,0 days 00:20:00.000000000,2020-07-31 16:15:00
3042,PRO7M,Storage Wars – Geschäfte in Texas  USA 2013,Realityshow,Unterhaltung,Fr,31.07.,2020-07-31 15:55:00,0 days 00:25:00.000000000,2020-07-31 16:20:00
3043,ARD,Tagesschau  D,Nachrichten,,Fr,31.07.,2020-07-31 16:00:00,0 days 00:10:00.000000000,2020-07-31 16:10:00
3044,ZDF,heute – in Europa,Europanachrichten,,Fr,31.07.,2020-07-31 16:00:00,0 days 00:10:00.000000000,2020-07-31 16:10:00
3045,RTL,Kitsch oder Kasse  D,Ratespiel,Unterhaltung,Fr,31.07.,2020-07-31 16:00:00,0 days 01:00:00.000000000,2020-07-31 17:00:00
3046,SAT1,Klinik am Südring  D,Dokusoap,Unterhaltung,Fr,31.07.,2020-07-31 16:00:00,0 days 01:00:00.000000000,2020-07-31 17:00:00
3047,K1,Navy CIS  USA 2008,Krimiserie,Serie,Fr,31.07.,2020-07-31 16:00:00,0 days 00:55:00.000000000,2020-07-31 16:55:00
3048,RTL2,Die Straßencops – Jugend im Visier  2015,Reportage,Report,Fr,31.07.,2020-07-31 16:00:00,0 days 01:00:00.000000000,2020-07-31 17:00:00
3049,VOX,4 Hochzeiten und eine Traumreise  D,Hochzeitsdokusoap,Unterhaltung,Fr,31.07.,2020-07-31 16:00:00,0 days 01:00:00.000000000,2020-07-31 17:00:00
3050,SERVU,Spektakuläre Bauwerke  GB 2018,Dokureihe,Report,Fr,31.07.,2020-07-31 16:00:00,0 days 01:00:00.000000000,2020-07-31 17:00:00
3051,CC,American Dad  USA 2014,Zeichentrickserie,Serie,Fr,31.07.,2020-07-31 16:02:00,0 days 00:29:00.000000000,2020-07-31 16:31:00
3052,PRO7,The Big Bang Theory  USA 2014,Sitcom,Serie,Fr,31.07.,2020-07-31 16:05:00,0 days 00:25:00.000000000,2020-07-31 16:30:00
3053,TELE5,Dauerwerbesendung,Werbesendung,,Fr,31.07.,2020-07-31 16:05:00,0 days 00:10:00.000000000,2020-07-31 16:15:00
3054,3SAT,Zu den Quellen des Essequibo  D 2014,Doku,Report,Fr,31.07.,2020-07-31 16:05:00,0 days 00:40:00.000000000,2020-07-31 16:45:00
3055,ARD,Verrückt nach Meer  D 2019,Dokusoap,Report,Fr,31.07.,2020-07-31 16:10:00,0 days 00:50:00.000000000,2020-07-31 17:00:00
3056,ZDF,Die Rosenheim-Cops  D 2011,Krimiserie,Serie,Fr,31.07.,2020-07-31 16:10:00,0 days 00:50:00.000000000,2020-07-31 17:00:00
3057,RTLPL,Das Familiengericht  D,Gerichtsshow,Unterhaltung,Fr,31.07.,2020-07-31 16:10:00,0 days 00:50:00.000000000,2020-07-31 17:00:00
3058,TELE5,Star Trek – Das nächste Jahrhundert  USA 1991,Sci-Fi-Serie,Serie,Fr,31.07.,2020-07-31 16:15:00,0 days 00:55:00.000000000,2020-07-31 17:10:00
3059,RTL-N,Team Knight Rider  USA 1998,Actionserie,Serie,Fr,31.07.,2020-07-31 16:15:00,0 days 00:45:00.000000000,2020-07-31 17:00:00
3060,DMAX,Border Control – Spaniens Grenzschützer  E,Dokureihe,Report,Fr,31.07.,2020-07-31 16:15:00,0 days 00:30:00.000000000,2020-07-31 16:45:00
3061,2NEO,Psych  USA 2013,Krimiserie,Serie,Fr,31.07.,2020-07-31 16:20:00,0 days 00:40:00.000000000,2020-07-31 17:00:00
3062,PRO7M,Magic Kaito  Jap. 2015,Animeserie,Serie,Fr,31.07.,2020-07-31 16:20:00,0 days 00:25:00.000000000,2020-07-31 16:45:00
3063,PRO7,The Big Bang Theory  USA 2014,Sitcom,Serie,Fr,31.07.,2020-07-31 16:30:00,0 days 00:30:00.000000000,2020-07-31 17:00:00
3064,CC,American Dad  USA 2011,Zeichentrickserie,Serie,Fr,31.07.,2020-07-31 16:31:00,0 days 00:24:00.000000000,2020-07-31 16:55:00
3065,FES,Geld.Macht.Liebe  D 2009,Familienserie,Serie,Fr,31.07.,2020-07-31 16:35:00,0 days 00:45:00.000000000,2020-07-31 17:20:00
3066,SAT1G,Mord ist ihr Hobby  USA 1994,Krimiserie,Serie,Fr,31.07.,2020-07-31 16:35:00,0 days 00:45:00.000000000,2020-07-31 17:20:00
3067,SIXX,Charmed – Zauberhafte Hexen  USA 2004,Mysteryserie,Serie,Fr,31.07.,2020-07-31 16:40:00,0 days 00:50:00.000000000,2020-07-31 17:30:00
3068,3SAT,Zu den Quellen des Essequibo  D 2014,Doku,Report,Fr,31.07.,2020-07-31 16:45:00,0 days 00:45:00.000000000,2020-07-31 17:30:00
3069,DMAX,Border Control – Spaniens Grenzschützer  E,Dokureihe,Report,Fr,31.07.,2020-07-31 16:45:00,0 days 00:30:00.000000000,2020-07-31 17:15:00
3070,PRO7M,Magic Kaito  Jap. 2015,Animeserie,Serie,Fr,31.07.,2020-07-31 16:45:00,0 days 00:25:00.000000000,2020-07-31 17:10:00
3071,K1,Abenteuer Leben täglich  D,Wissensmagazin,Unterhaltung,Fr,31.07.,2020-07-31 16:55:00,0 days 01:00:00.000000000,2020-07-31 17:55:00
3072,CC,BoJack Horseman​  USA 2015,Zeichentrickserie,Serie,Fr,31.07.,2020-07-31 16:55:00,0 days 00:28:00.000000000,2020-07-31 17:23:00
3073,ARD,Tagesschau  D,Nachrichten,,Fr,31.07.,2020-07-31 17:00:00,0 days 00:15:00.000000000,2020-07-31 17:15:00
3074,ZDF,heute,,,Fr,31.07.,2020-07-31 17:00:00,0 days 00:10:00.000000000,2020-07-31 17:10:00
3075,RTL,Hensslers Countdown – Kochen am Limit  D,Show,Unterhaltung,Fr,31.07.,2020-07-31 17:00:00,0 days 00:30:00.000000000,2020-07-31 17:30:00
3076,SAT1,Die Familienhelfer  D,Doku-Soap,Report,Fr,31.07.,2020-07-31 17:00:00,0 days 00:30:00.000000000,2020-07-31 17:30:00
3077,PRO7,taff  D,,Unterhaltung,Fr,31.07.,2020-07-31 17:00:00,0 days 01:00:00.000000000,2020-07-31 18:00:00
3078,RTL2,RTLZWEI News,Nachrichten,,Fr,31.07.,2020-07-31 17:00:00,0 days 00:05:00.000000000,2020-07-31 17:05:00
3079,VOX,Zwischen Tüll und Tränen  D,Dokusoap,Unterhaltung,Fr,31.07.,2020-07-31 17:00:00,0 days 01:00:00.000000000,2020-07-31 18:00:00
3080,2NEO,Psych  USA 2013,Krimiserie,Serie,Fr,31.07.,2020-07-31 17:00:00,0 days 00:45:00.000000000,2020-07-31 17:45:00
3081,SERVU,Servus Wetter  A,Wetterbericht,Report,Fr,31.07.,2020-07-31 17:00:00,0 days 00:05:00.000000000,2020-07-31 17:05:00
3082,RTL-N,Team Knight Rider  USA 1998,Actionserie,Serie,Fr,31.07.,2020-07-31 17:00:00,0 days 00:45:00.000000000,2020-07-31 17:45:00
3083,RTLPL,Das Familiengericht  D,Gerichtsshow,Unterhaltung,Fr,31.07.,2020-07-31 17:00:00,0 days 00:50:00.000000000,2020-07-31 17:50:00
3084,RTL2,RTLZWEI Wetter,Wetterbericht,,Fr,31.07.,2020-07-31 17:05:00,0 days 00:05:00.000000000,2020-07-31 17:10:00
3085,SERVU,Moderne Wunder  USA 2013,Reportagereihe,Report,Fr,31.07.,2020-07-31 17:05:00,0 days 00:55:00.000000000,2020-07-31 18:00:00
3086,ZDF,hallo deutschland  D,Boulevardmagazin,Report,Fr,31.07.,2020-07-31 17:10:00,0 days 00:35:00.000000000,2020-07-31 17:45:00
3087,RTL2,Krass Schule – Die jungen Lehrer – Wie alles begann  D,Realitysoap,Unterhaltung,Fr,31.07.,2020-07-31 17:10:00,0 days 00:55:00.000000000,2020-07-31 18:05:00
3088,TELE5,Star Trek – Raumschiff Voyager  USA 1999,Sci-Fi-Serie,Serie,Fr,31.07.,2020-07-31 17:10:00,0 days 01:00:00.000000000,2020-07-31 18:10:00
3089,PRO7M,Inuyasha  Jap. 2004,Animationsserie,Serie,Fr,31.07.,2020-07-31 17:10:00,0 days 00:30:00.000000000,2020-07-31 17:40:00
3090,ARD,Brisant,Boulevardmagazin,Unterhaltung,Fr,31.07.,2020-07-31 17:15:00,0 days 00:45:00.000000000,2020-07-31 18:00:00
3091,DMAX,A2 – Abenteuer Autobahn  D,Dokureihe,Report,Fr,31.07.,2020-07-31 17:15:00,0 days 01:00:00.000000000,2020-07-31 18:15:00
3092,ARTE,Magische Gärten  F 2016,Doku,Report,Fr,31.07.,2020-07-31 17:20:00,0 days 00:30:00.000000000,2020-07-31 17:50:00
3093,FES,Lindenstraße  D 2019,Familienserie,Serie,Fr,31.07.,2020-07-31 17:20:00,0 days 00:30:00.000000000,2020-07-31 17:50:00
3094,SAT1G,Mord ist ihr Hobby  USA 1994,Krimiserie,Serie,Fr,31.07.,2020-07-31 17:20:00,0 days 00:50:00.000000000,2020-07-31 18:10:00
3095,CC,South Park  USA 2006,Zeichentrick,Serie,Fr,31.07.,2020-07-31 17:23:00,0 days 00:26:00.000000000,2020-07-31 17:49:00
3096,RTL,Unter uns  D 2020,Daily Soap,Serie,Fr,31.07.,2020-07-31 17:30:00,0 days 00:30:00.000000000,2020-07-31 18:00:00
3097,SAT1,Die Ruhrpottwache Spezial / oder SAT.1 Regional-Magazine  D,Realitysoap,Unterhaltung,Fr,31.07.,2020-07-31 17:30:00,0 days 00:30:00.000000000,2020-07-31 18:00:00
3098,3SAT,Abenteuer Karibik  D,Geschichtsdoku,Report,Fr,31.07.,2020-07-31 17:30:00,0 days 00:45:00.000000000,2020-07-31 18:15:00
3099,SIXX,Charmed – Zauberhafte Hexen  USA 2004,Mysteryserie,Serie,Fr,31.07.,2020-07-31 17:30:00,0 days 00:55:00.000000000,2020-07-31 18:25:00
3100,PRO7M,One Piece  Jap. 2010,Animeserie,Kinder  ab 12 Jahren,Fr,31.07.,2020-07-31 17:40:00,0 days 00:25:00.000000000,2020-07-31 18:05:00
3101,ZDF,Leute heute  D,Boulevardmagazin,Unterhaltung,Fr,31.07.,2020-07-31 17:45:00,0 days 00:15:00.000000000,2020-07-31 18:00:00
3102,2NEO,Dinner Date  D,Dateshow,Unterhaltung,Fr,31.07.,2020-07-31 17:45:00,0 days 00:45:00.000000000,2020-07-31 18:30:00
3103,RTL-N,M*A*S*H  USA 1980,Comedyserie,Serie,Fr,31.07.,2020-07-31 17:45:00,0 days 00:25:00.000000000,2020-07-31 18:10:00
3104,CC,South Park  USA 2008,Zeichentrickserie,Serie,Fr,31.07.,2020-07-31 17:49:00,0 days 00:20:00.000000000,2020-07-31 18:09:00
3105,ARTE,Wo unser Wetter entsteht: Wind  D 2016,Doku,Report,Fr,31.07.,2020-07-31 17:50:00,0 days 00:40:00.000000000,2020-07-31 18:30:00
3106,FES,Drei Engel für Charlie  USA 1979,Detektivserie,Serie,Fr,31.07.,2020-07-31 17:50:00,0 days 00:50:00.000000000,2020-07-31 18:40:00
3107,RTLPL,Die Trovatos – Detektive decken auf  D,Dokusoap,Unterhaltung,Fr,31.07.,2020-07-31 17:50:00,0 days 00:50:00.000000000,2020-07-31 18:40:00
3108,K1,"Mein Lokal, Dein Lokal – Der Profi kommt  D",Dokusoap,Unterhaltung,Fr,31.07.,2020-07-31 17:55:00,0 days 01:00:00.000000000,2020-07-31 18:55:00
3109,ARD,Gefragt – Gejagt  D,Rateshow,Unterhaltung,Fr,31.07.,2020-07-31 18:00:00,0 days 00:50:00.000000000,2020-07-31 18:50:00
3110,ZDF,SOKO Kitzbühel  A/D 2016,Krimiserie,Serie,Fr,31.07.,2020-07-31 18:00:00,0 days 01:00:00.000000000,2020-07-31 19:00:00
3111,RTL,Explosiv – Das Magazin  D,Boulevardmagazin,Unterhaltung,Fr,31.07.,2020-07-31 18:00:00,0 days 00:30:00.000000000,2020-07-31 18:30:00
3112,SAT1,Auf Streife – Die Spezialisten  D,Dokusoap,Unterhaltung,Fr,31.07.,2020-07-31 18:00:00,0 days 01:00:00.000000000,2020-07-31 19:00:00
3113,PRO7,Newstime,Nachrichten,,Fr,31.07.,2020-07-31 18:00:00,0 days 00:10:00.000000000,2020-07-31 18:10:00
3114,VOX,First Dates – Ein Tisch für zwei  D,Datingshow,Unterhaltung,Fr,31.07.,2020-07-31 18:00:00,0 days 01:00:00.000000000,2020-07-31 19:00:00
3115,SERVU,Ein ganzer Tag im Leben der Tiere  GB 2017,Doku,Report,Fr,31.07.,2020-07-31 18:00:00,0 days 01:00:00.000000000,2020-07-31 19:00:00
3116,RTL2,Köln 50667  D 2020,Dokusoap,Serie,Fr,31.07.,2020-07-31 18:05:00,0 days 01:00:00.000000000,2020-07-31 19:05:00
3117,PRO7M,One Piece  Jap. 2010,Animeserie,Kinder  ab 12 Jahren,Fr,31.07.,2020-07-31 18:05:00,0 days 00:25:00.000000000,2020-07-31 18:30:00
3118,CC,South Park  USA 2008,Zeichentrickserie,Serie,Fr,31.07.,2020-07-31 18:09:00,0 days 00:28:00.000000000,2020-07-31 18:37:00
3119,PRO7,Die Simpsons  USA 2010,Zeichentrickserie,Serie,Fr,31.07.,2020-07-31 18:10:00,0 days 00:30:00.000000000,2020-07-31 18:40:00
3120,TELE5,Star Trek – Das nächste Jahrhundert  USA 1991,Sci-Fi-Serie,Serie,Fr,31.07.,2020-07-31 18:10:00,0 days 01:00:00.000000000,2020-07-31 19:10:00
3121,RTL-N,M*A*S*H  USA 1980,Comedyserie,Serie,Fr,31.07.,2020-07-31 18:10:00,0 days 00:25:00.000000000,2020-07-31 18:35:00
3122,SAT1G,Mord ist ihr Hobby  USA 1994,Krimiserie,Serie,Fr,31.07.,2020-07-31 18:10:00,0 days 00:50:00.000000000,2020-07-31 19:00:00
3123,3SAT,Abenteuer Südsee  D,Geschichtsdoku,Report,Fr,31.07.,2020-07-31 18:15:00,0 days 00:45:00.000000000,2020-07-31 19:00:00
3124,DMAX,Steel Buddies – Stahlharte Geschäfte  D,Doku,Unterhaltung,Fr,31.07.,2020-07-31 18:15:00,0 days 01:00:00.000000000,2020-07-31 19:15:00
3125,SIXX,Betty in New York  USA 2019,Comedyserie,Serie,Fr,31.07.,2020-07-31 18:25:00,0 days 00:55:00.000000000,2020-07-31 19:20:00
3126,RTL,Exclusiv – Das Starmagazin  D,Boulevardmagazin,Unterhaltung,Fr,31.07.,2020-07-31 18:30:00,0 days 00:15:00.000000000,2020-07-31 18:45:00
3127,ARTE,Wo unser Wetter entsteht: Wind  D 2016,Doku,Report,Fr,31.07.,2020-07-31 18:30:00,0 days 00:50:00.000000000,2020-07-31 19:20:00
3128,2NEO,Bares für Rares  D,Trödelshow,Unterhaltung,Fr,31.07.,2020-07-31 18:30:00,0 days 00:50:00.000000000,2020-07-31 19:20:00
3129,PRO7M,My Hero Academia  Jap. 2017,Animeserie,Kinder,Fr,31.07.,2020-07-31 18:30:00,0 days 00:30:00.000000000,2020-07-31 19:00:00
3130,RTL-N,"Hör' mal, wer da hämmert!  USA 1996",Comedyserie,Serie,Fr,31.07.,2020-07-31 18:35:00,0 days 00:25:00.000000000,2020-07-31 19:00:00
3131,CC,Die Wilden Siebziger  USA 2002,Comedyserie,Serie,Fr,31.07.,2020-07-31 18:37:00,0 days 00:28:00.000000000,2020-07-31 19:05:00
3132,PRO7,Die Simpsons  USA 2010,Zeichentrickserie,Serie,Fr,31.07.,2020-07-31 18:40:00,0 days 00:25:00.000000000,2020-07-31 19:05:00
3133,FES,Sturm der Liebe  D 2014,Telenovela,Serie,Fr,31.07.,2020-07-31 18:40:00,0 days 00:45:00.000000000,2020-07-31 19:25:00
3134,RTLPL,Die Trovatos – Detektive decken auf  D,Dokusoap,Unterhaltung,Fr,31.07.,2020-07-31 18:40:00,0 days 00:50:00.000000000,2020-07-31 19:30:00
3135,RTL,RTL Aktuell,Nachrichten,,Fr,31.07.,2020-07-31 18:45:00,0 days 00:18:00.000000000,2020-07-31 19:03:00
3136,ARD,Quizduell-Olymp  D,Quizshow,Unterhaltung,Fr,31.07.,2020-07-31 18:50:00,0 days 00:55:00.000000000,2020-07-31 19:45:00
3137,K1,Achtung Kontrolle! Wir kümmern uns drum  D,Dokusoap,Report,Fr,31.07.,2020-07-31 18:55:00,0 days 01:20:00.000000000,2020-07-31 20:15:00
3138,ZDF,heute,,,Fr,31.07.,2020-07-31 19:00:00,0 days 00:20:00.000000000,2020-07-31 19:20:00
3139,SAT1,Genial daneben – das Quiz  D,Quiz,Unterhaltung,Fr,31.07.,2020-07-31 19:00:00,0 days 00:55:00.000000000,2020-07-31 19:55:00
3140,VOX,Das perfekte Dinner  D,Kochdokusoap,Unterhaltung,Fr,31.07.,2020-07-31 19:00:00,0 days 01:15:00.000000000,2020-07-31 20:15:00
3141,3SAT,heute,,,Fr,31.07.,2020-07-31 19:00:00,0 days 00:20:00.000000000,2020-07-31 19:20:00
3142,SERVU,Servus Nachrichten 19:00  A,Nachrichten,,Fr,31.07.,2020-07-31 19:00:00,0 days 00:10:00.000000000,2020-07-31 19:10:00
3143,RTL-N,"Hör' mal, wer da hämmert!  USA 1996",Comedyserie,Serie,Fr,31.07.,2020-07-31 19:00:00,0 days 00:25:00.000000000,2020-07-31 19:25:00
3144,SAT1G,Niedrig und Kuhnt – Kommissare ermitteln  D,Ermittlersoap,Unterhaltung,Fr,31.07.,2020-07-31 19:00:00,0 days 00:20:00.000000000,2020-07-31 19:20:00
3145,PRO7M,My Hero Academia  Jap. 2017,Animeserie,Kinder,Fr,31.07.,2020-07-31 19:00:00,0 days 00:25:00.000000000,2020-07-31 19:25:00
3146,RTL,RTL Aktuell – Das Wetter,Wetterbericht,,Fr,31.07.,2020-07-31 19:03:00,0 days 00:02:00.000000000,2020-07-31 19:05:00
3147,RTL,Alles was zählt  D 2020,Daily Soap,Serie,Fr,31.07.,2020-07-31 19:05:00,0 days 00:35:00.000000000,2020-07-31 19:40:00
3148,PRO7,Galileo  D,Wissensmagazin,Report,Fr,31.07.,2020-07-31 19:05:00,0 days 01:10:00.000000000,2020-07-31 20:15:00
3149,RTL2,Berlin – Tag & Nacht  D 2020,Dokusoap,Serie,Fr,31.07.,2020-07-31 19:05:00,0 days 01:10:00.000000000,2020-07-31 20:15:00
3150,CC,Die Wilden Siebziger  USA 2002,Comedyserie,Serie,Fr,31.07.,2020-07-31 19:05:00,0 days 00:30:00.000000000,2020-07-31 19:35:00
3151,TELE5,Babylon 5  USA 1998,Sci-Fi-Serie,Serie,Fr,31.07.,2020-07-31 19:10:00,0 days 01:05:00.000000000,2020-07-31 20:15:00
3152,SERVU,Auf Entdeckungsreise – um die Welt  F 2014,Doku,Report,Fr,31.07.,2020-07-31 19:10:00,0 days 01:00:00.000000000,2020-07-31 20:10:00
3153,DMAX,Steel Buddies – Stahlharte Geschäfte  D,Doku,Unterhaltung,Fr,31.07.,2020-07-31 19:15:00,0 days 01:00:00.000000000,2020-07-31 20:15:00
